Grupo,Asignatura,Profesor,Edificio,Salon,Lun,Mar,Mie,Jue,Vie
,SISTEMAS DISTRIBUIDOS,PINEDA GUERRERO CARLOS,4,011,16:30-18:00,,16:30-18:00,16:30-18:00,
7CV1,CRIPTOGRAFIA|SELECTED TOPICS IN CRYPTOGRAPHY,CORTEZ DUARTE NIDIA ASUNCIÓN,4,011,13:30-15:00,13:30-15:00,,13:30-15:00,
,DESARROLLO DE APLICACIONES MOVILES NATIVAS,ORTIZ RAMIREZ JOSE ANTONIO,4,011,20:00-21:30,,20:00-21:30,20:00-21:30,
,ADMINISTRACION DE SERVICIOS EN RED,SOTO RAMOS MANUEL ALEJANDRO,4,011,15:00-16:30,,,15:00-16:30,16:30-18:00
7CV2,SISTEMAS DISTRIBUIDOS,PINEDA GUERRERO CARLOS,4,108,18:30-20:00,16:30-18:00,,18:30-20:00,
7CV2,COMPUTACION GRAFICA|VIRTUAL AND AUGMENTED REALITY,CRUZ CARLIN EFREN,4,108,,18:30-20:00,18:30-20:00,,18:30-20:00
7CV2,DESARROLLO DE APLICACIONES MOVILES NATIVAS,MORALES GUITRON SANDRA LUZ,4,108,16:30-18:00,,16:30-18:00,16:30-18:00,
7CV2,ADMINISTRACION DE SERVICIOS EN RED,GASPAR MEDINA FABIAN,4,108,,15:00-16:30,15:00-16:30,,15:00-16:30
7CV3,SISTEMAS DISTRIBUIDOS,PINEDA GUERRERO CARLOS,4,109,,18:30-20:00,18:30-20:00,,18:30-20:00
7CV3,ALGORITMOS BIOINSPIRADOS|BIOINFORMATICS,NÚÑEZ PRADO CÉSAR JESÚS,4,109,13:30-15:00,13:30-15:00,,13:30-15:00,
7CV3,DESARROLLO DE APLICACIONES MOVILES NATIVAS,ORTIZ RAMIREZ JOSE ANTONIO,4,109,18:30-20:00,16:30-18:00,,18:30-20:00,
7CV3,ADMINISTRACION DE SERVICIOS EN RED,GASPAR MEDINA FABIAN,4,109,16:30-18:00,,16:30-18:00,16:30-18:00,
7CV4,SISTEMAS DISTRIBUIDOS,PINEDA GUERRERO CARLOS,4,110,20:00-21:30,,20:00-21:30,20:00-21:30,
7CV4,BIG DATA,RODRIGUEZ SARABIA TANIA,4,110,13:30-15:00,13:30-15:00,,13:30-15:00,
7CV4,GOBIERNO DE GOVERNANCE,PALACIOS SOLANO ROCIO,4,208,16:30-18:00,,16:30-18:00,16:30-18:00,
7CV4,DESARROLLO DE APLICACIONES MOVILES NATIVAS,HURTADO AVILÉS GABRIEL,4,110,15:00-16:30,,,15:00-16:30,16:30-18:00
7CV4,ADMINISTRACION DE SERVICIOS EN RED,SOTO RAMOS MANUEL ALEJANDRO,4,110,18:30-20:00,16:30-18:00,,18:30-20:00,
7CV5,MINERIA DE MINING,SANCHEZ BRITO MIGUEL,4,109,15:00-16:30,,,15:00-16:30,16:30-18:00
7CV5,GES. DE EMP. DE ALTA ENGINEERING,LOPEZ ROJAS ARIEL,4,110,16:30-18:00,,16:30-18:00,16:30-18:00,
7CV7,TOPICOS SEL. DE COM|COMPUTTING SELECTED TOPICS Il,MOLINA PÉREZ DANIEL,3,010,15:00-16:30,,,,
