Grupo,Asignatura,Profesor,Edificio,Salon,Lun,Mar,Mie,Jue,Vie
7CV7,TOPICOS SEL. DE COM|COMPUTTING SELECTED TOPICS Il,MOLINA PÉREZ DANIEL,3,010,15:00-16:30,,,,
