Grupo,Asignatura,Profesor,Edificio,Salon,Lun,Mar,Mie,Jue,Vie,Sab
"['M i e', 'M a r', 'S a b', 'G r u p o', 'E d i f i c i o', 'S a l ó n', 'V i e', 'L u n', 'J u e', 'A s i g n a t u r a', 'P r o f e s o r']","['M i e', 'M a r', 'S a b', 'G r u p o', 'E d i f i c i o', 'S a l ó n', 'V i e', 'L u n', 'J u e', 'A s i g n a t u r a', 'P r o f e s o r']","['M i e', 'M a r', 'S a b', 'G r u p o', 'E d i f i c i o', 'S a l ó n', 'V i e', 'L u n', 'J u e', 'A s i g n a t u r a', 'P r o f e s o r']","['M i e', 'M a r', 'S a b', 'G r u p o', 'E d i f i c i o', 'S a l ó n', 'V i e', 'L u n', 'J u e', 'A s i g n a t u r a', 'P r o f e s o r']","['M i e', 'M a r', 'S a b', 'G r u p o', 'E d i f i c i o', 'S a l ó n', 'V i e', 'L u n', 'J u e', 'A s i g n a t u r a', 'P r o f e s o r']","['M i e', 'M a r', 'S a b', 'G r u p o', 'E d i f i c i o', 'S a l ó n', 'V i e', 'L u n', 'J u e', 'A s i g n a t u r a', 'P r o f e s o r']","['M i e', 'M a r', 'S a b', 'G r u p o', 'E d i f i c i o', 'S a l ó n', 'V i e', 'L u n', 'J u e', 'A s i g n a t u r a', 'P r o f e s o r']","['M i e', 'M a r', 'S a b', 'G r u p o', 'E d i f i c i o', 'S a l ó n', 'V i e', 'L u n', 'J u e', 'A s i g n a t u r a', 'P r o f e s o r']","['M i e', 'M a r', 'S a b', 'G r u p o', 'E d i f i c i o', 'S a l ó n', 'V i e', 'L u n', 'J u e', 'A s i g n a t u r a', 'P r o f e s o r']","['M i e', 'M a r', 'S a b', 'G r u p o', 'E d i f i c i o', 'S a l ó n', 'V i e', 'L u n', 'J u e', 'A s i g n a t u r a', 'P r o f e s o r']","['M i e', 'M a r', 'S a b', 'G r u p o', 'E d i f i c i o', 'S a l ó n', 'V i e', 'L u n', 'J u e', 'A s i g n a t u r a', 'P r o f e s o r']"
['7 C M 1'],['T R A B A J O   T E R M I N A L'],['S A N C H E Z   M O R E N O   A D R I A N A   D E   L A   P'],,,,,,,,
['7 C M 1'],['S I S T E M A S   D I S T R I B U I D O S'],['C A R R E T O   A R E L L A N O   C H A D W I C K'],['4'],['0 1 1'],['0 8 : 3 0 - 1 0 : 0 0'],,['0 8 : 3 0 - 1 0 : 0 0'],['0 8 : 3 0 - 1 0 : 0 0'],,
['7 C M 1'],['I N S T R U M E N T A L   V I R T U A L / V I R T U A L   I N S T R U M E N T I A T I O N   A P P L I C A T I O N S'],['T E L L E Z   B A R R E R A   J U A N   C A R L O S'],['4'],['0 1 1'],,,['1 0 : 3 0 - 1 2 : 0 0   1 0 : 3 0 - 1 2 : 0 0'],,['1 0 : 3 0 - 1 2 : 0 0'],
['7 C M 1'],['C R I P T O G R A F I A / S E L E C T E D   T O P I C S   I N   C R Y P T O G R A P H Y'],['D I A Z   S A N T I A G O   S A N D R A'],['4'],['0 1 1'],,['1 0 : 3 0 - 1 2 : 0 0 0 8 : 3 0 - 1 0 : 0 0'],,['1 0 : 3 0 - 1 2 : 0 0'],,
['7 C M 1'],['D E S A R R O L L O   D E   A P L I C A C I O N E S   M O V I L E S   N A T I V A S'],['R I V E R A   D E   L A   R O S A   M O N I C A'],['4'],['0 1 1'],,['0 7 : 0 0 - 0 8 : 3 0   0 7 : 0 0 - 0 8 : 3 0'],,,['0 7 : 0 0 - 0 8 : 3 0'],
['7 C M 1'],['A D M I N I S T R A C I O N   D E   S E R V I C I O S   E N   R E D'],['M A R T I N E Z   R O S A L E S   R I C A R D O'],['4'],['0 1 1'],['0 7 : 0 0 - 0 8 : 3 0'],,,,['0 7 : 0 0 - 0 8 : 3 0 0 8 : 3 0 - 1 0 : 0 0'],
['7 C M 2'],['T R A B A J O   T E R M I N A L   I'],['R I V E R A   D E   L A   R O S A   M O N I C A'],,,,,,,,
['7 C M 2'],['S I S T E M A S   D I S T R I B U I D O S'],['C O R O N I L L A   C O N T R E R A S   U K R A N I O'],['4'],['1 0 8'],['1 0 : 3 0 - 1 2 : 0 0 0 8 : 3 0 - 1 0 : 0 0'],,,['1 0 : 3 0 - 1 2 : 0 0'],,
['7 C M 2'],['D E S .   D E   A P L I C I W E B   C L I E N T   A N D   B A C K E N D   D E V E L O P M E N   F R A M E W O R K S'],['E N R I Q U E Z   Z A R A T E   D r .   J O S E   A S U N C I O N'],['4'],['1 0 8'],['1 2 : 0 0 - 1 3 : 3 0'],,['1 2 : 0 0 - 1 3 : 3 0'],['1 2 : 0 0 - 1 3 : 3 0'],,
['7 C M 2'],['I N T E R N E T   D E   L A S   C O S A S I N T E R N E T   O F   T H I N G S'],['L E R M A   M A G A N A   C A R L O S'],['4'],['1 0 8'],,['1 0 : 3 0 - 1 2 : 0 0'],['1 0 : 3 0 - 1 2 : 0 0'],,['1 0 : 3 0 - 1 2 : 0 0'],
