Grupo,Asignatura,Profesor,Edificio,Salon,Lun,Mar,Mie,Jue,Vie,Sab
"['G r u p o', 'P r o f e s o r', 'E d i f i c i o', 'S a l ó n', 'L u n', 'M a r', 'M i e', 'J u e', 'V i e', 'S a b', 'A s i g n a t u r a']","['G r u p o', 'P r o f e s o r', 'E d i f i c i o', 'S a l ó n', 'L u n', 'M a r', 'M i e', 'J u e', 'V i e', 'S a b', 'A s i g n a t u r a']","['G r u p o', 'P r o f e s o r', 'E d i f i c i o', 'S a l ó n', 'L u n', 'M a r', 'M i e', 'J u e', 'V i e', 'S a b', 'A s i g n a t u r a']","['G r u p o', 'P r o f e s o r', 'E d i f i c i o', 'S a l ó n', 'L u n', 'M a r', 'M i e', 'J u e', 'V i e', 'S a b', 'A s i g n a t u r a']","['G r u p o', 'P r o f e s o r', 'E d i f i c i o', 'S a l ó n', 'L u n', 'M a r', 'M i e', 'J u e', 'V i e', 'S a b', 'A s i g n a t u r a']","['G r u p o', 'P r o f e s o r', 'E d i f i c i o', 'S a l ó n', 'L u n', 'M a r', 'M i e', 'J u e', 'V i e', 'S a b', 'A s i g n a t u r a']","['G r u p o', 'P r o f e s o r', 'E d i f i c i o', 'S a l ó n', 'L u n', 'M a r', 'M i e', 'J u e', 'V i e', 'S a b', 'A s i g n a t u r a']","['G r u p o', 'P r o f e s o r', 'E d i f i c i o', 'S a l ó n', 'L u n', 'M a r', 'M i e', 'J u e', 'V i e', 'S a b', 'A s i g n a t u r a']","['G r u p o', 'P r o f e s o r', 'E d i f i c i o', 'S a l ó n', 'L u n', 'M a r', 'M i e', 'J u e', 'V i e', 'S a b', 'A s i g n a t u r a']","['G r u p o', 'P r o f e s o r', 'E d i f i c i o', 'S a l ó n', 'L u n', 'M a r', 'M i e', 'J u e', 'V i e', 'S a b', 'A s i g n a t u r a']","['G r u p o', 'P r o f e s o r', 'E d i f i c i o', 'S a l ó n', 'L u n', 'M a r', 'M i e', 'J u e', 'V i e', 'S a b', 'A s i g n a t u r a']"
['4 C V 1'],['T E O R I A   D E   L A   C O M P U T A C I O N'],['M O S C O S O   M A L A G O N   Y O S A F A T'],['2'],['0 0 3'],['2 0 : 0 0 - 2 1 : 3 0'],,,['2 0 : 0 0 - 2 1 : 3 0 2 0 : 0 0 - 2 1 : 3 0'],,
['4 C V 1'],['P R O B A B I L I D A D   Y   E S T A D I S T I C A'],['M O N T I E L   S A N C H E Z   A N G E L   S A L V A D O R'],['2'],['0 0 3'],['1 8 : 3 0 - 2 0 : 0 0'],['1 6 : 3 0 - 1 8 : 0 0'],,['1 8 : 3 0 - 2 0 : 0 0'],,
['4 C V 1'],['M A T E M A T I C A S   A V A N Z A D A S   P A R A   L A   I N G E N I E R I A'],['F L O R E S   M E R A Z   Y E S I C A   S O N I A'],['2'],['0 0 3'],['1 6 : 3 0 - 1 8 : 0 0'],,['1 6 : 3 0 - 1 8 : 0 0'],['1 6 : 3 0 - 1 8 : 0 0'],,
['4 C V 1'],['D I S E N O   D E   S I S T E M A S   D I G I T A L E S'],['P A S T R A N A   F E R N A N D E Z   C A R L O S   J E S U S'],['2'],['0 0 3'],['1 5 : 0 0 - 1 6 : 3 0'],,,['1 5 : 0 0 - 1 6 : 3 0'],['1 6 : 3 0 - 1 8 : 0 0'],
['4 C V 1'],['E L E C T R O N I C A A N A L O G I C A'],['V A Z Q U E Z   O R T I Z   M I J A I L'],['2'],['0 0 3'],,,['1 5 : 0 0 - 1 6 : 3 0 1 5 : 0 0 - 1 6 : 3 0'],,['1 5 : 0 0 - 1 6 : 3 0'],
['4 C V 1'],['T E C N O L O G I A S   P A R A   D E S A R R O L L O   D E   A P L I C A C I O N E S   W E B'],['V E L E Z   S A L D A N A   U L I S E S'],['2'],['0 0 3'],['1 3 : 3 0 - 1 5 : 0 0'],['1 3 : 3 0 - 1 5 : 0 0'],,['1 3 : 3 0 - 1 5 : 0 0'],,
['4 C V 1'],['S I S T E M A S   O P E R A T I V O S'],['S A L A S   R A M I R E Z   I S R A E L'],['2'],['0 0 3'],,,['1 8 : 3 0 - 2 0 : 0 0 1 8 : 3 0 - 2 0 : 0 0'],,['1 8 : 3 0 - 2 0 : 0 0'],
['4 C V 2'],['T E O R I A   D E   L A   C O M P U T A C I O N'],['C A M A C H O   V A Z Q U E Z   V A N E S S A A L E J A N D R A'],['2'],['0 0 4'],['1 3 : 3 0 - 1 5 : 0 0'],['1 3 : 3 0 - 1 5 : 0 0'],,['1 3 : 3 0 - 1 5 : 0 0'],,
['4 C V 2'],['M A T E M A T I C A S   A V A N Z A D A S   P A R A   L A   I N G E N I E R I A'],['M A R T I N E Z   N U N O   J E S U S   A L F R E D O'],['2'],['0 0 4'],['1 8 : 3 0 - 2 0 : 0 0'],['1 6 : 3 0 - 1 8 : 0 0'],,['1 8 : 3 0 - 2 0 : 0 0'],,
['4 C V 2'],['D I S E N O   D E   S I S T E M A S   D I G I T A L E S'],['E N   C O N T R A T A C I O N'],['2'],['0 0 4'],,['1 5 : 0 0 - 1 6 : 3 0'],['1 5 : 0 0 - 1 6 : 3 0'],,['1 5 : 0 0 - 1 6 : 3 0'],
['4 C V 2'],['E L E C T R O N I C A A N A L O G I C A'],['H E R N A N D E Z   A G U I L A R   J O S E   L U I S'],['2'],['0 0 4'],['1 6 : 3 0 - 1 8 : 0 0'],,['1 6 : 3 0 - 1 8 : 0 0'],['1 6 : 3 0 - 1 8 : 0 0'],,
['4 C V 2'],['T E C N O L O G I A S   P A R A   D E S A R R O L L O   D E   A P L I C A C I O N E S   W E B'],['M O R A L E S   G U I T R O N   S A N D R A   L U Z'],['2'],['0 0 4'],['1 5 : 0 0 - 1 6 : 3 0'],,,['1 5 : 0 0 - 1 6 : 3 0'],['1 6 : 3 0 - 1 8 : 0 0'],
['4 C V 2'],['S I S T E M A S   O P E R A T I V O S'],['J I M E N E Z   B E N I T E Z   J O S E   A L F R E D O'],['2'],['0 0 4'],['2 0 : 0 0 - 2 1 : 3 0'],,['2 0 : 0 0 - 2 1 : 3 0'],['2 0 : 0 0 - 2 1 : 3 0'],,
['4 C V 3'],['T E O R I A   D E   L A   C O M P U T A C I O N'],['C A M A C H O   V A Z Q U E Z   V A N E S S A A L E J A N D R A'],['2'],['0 0 5'],['1 5 : 0 0 - 1 6 : 3 0'],,,['1 5 : 0 0 - 1 6 : 3 0'],['1 6 : 3 0 - 1 8 : 0 0'],
['4 C V 3'],['P R O B A B I L I D A D   Y   E S T A D I S T I C A'],['R O D R I G U E Z   V I L L A R R E A L   J O S E   G R E G O R I O'],['2'],['0 0 5'],['2 0 : 0 0 - 2 1 : 3 0'],,['2 0 : 0 0 - 2 1 : 3 0'],['2 0 : 0 0 - 2 1 : 3 0'],,
['4 C V 3'],['D I S E N O   D E   S I S T E M A S   D I G I T A L E S'],['L O P E Z   L E Y V A   L U I S   O C T A V I O'],['2'],['0 0 5'],,['1 8 : 3 0 - 2 0 : 0 0'],['1 8 : 3 0 - 2 0 : 0 0'],,['1 8 : 3 0 - 2 0 : 0 0'],
['4 C V 3'],['E L E C T R O N I C A A N A L O G I C A'],['M A R T I N E Z   G U E R R E R O   J O S E   A L F R E D O'],['2'],['0 0 5'],['1 8 : 3 0 - 2 0 : 0 0'],['1 6 : 3 0 - 1 8 : 0 0'],,['1 8 : 3 0 - 2 0 : 0 0'],,
['4 C V 3'],['T E C N O L O G I A S   P A R A   D E S A R R O L L O   D E   A P L I C A C I O N E S   W E B'],['S O T O   R A M O S   M A N U E L   A L E J A N D R O'],['2'],['0 0 5'],,['1 5 : 0 0 - 1 6 : 3 0'],['1 5 : 0 0 - 1 6 : 3 0'],,['1 5 : 0 0 - 1 6 : 3 0'],
['4 C V 3'],['S I S T E M A S   O P E R A T I V O S'],['P E R E Z   D E   L O S   S A N T O S   M O N D R A G O N   T A N I B E T'],['2'],['0 0 5'],['1 3 : 3 0 - 1 5 : 0 0'],['1 3 : 3 0 - 1 5 : 0 0'],,['1 3 : 3 0 - 1 5 : 0 0'],,
['4 C V 4'],['T E O R I A   D E   L A   C O M P U T A C I O N'],['H U R T A D O   A V I L É S   G A B R I E L'],['2'],['0 0 6'],,['1 5 : 0 0 - 1 6 : 3 0'],['1 5 : 0 0 - 1 6 : 3 0'],,['1 5 : 0 0 - 1 6 : 3 0'],
['4 C V 4'],['P R O B A B I L I D A D   Y   E S T A D I S T I C A'],['L E A L   P A C H E C O   C H R I S T I A N   R E N E'],['2'],['0 0 6'],['2 0 : 0 0 - 2 1 : 3 0'],,,['2 0 : 0 0 - 2 1 : 3 0 2 0 : 0 0 - 2 1 : 3 0'],,
['4 C V 4'],['M A T E M A T I C A S   A V A N Z A D A S   P A R A   L A   I N G E N I E R I A'],['C E B A L L O S   S E B A S T I A N   R I C A R D O'],,['0 0 6'],['1 3 : 3 0 - 1 5 : 0 0'],['1 3 : 3 0 - 1 5 : 0 0'],,['1 3 : 3 0 - 1 5 : 0 0'],,
['4 C V 4'],['D I S E N O   D E   S I S T E M A S   D I G I T A L E S'],['L O P E Z   L E Y V A   L U I S   O C T A V I O'],['2'],['0 0 6'],['1 8 : 3 0 - 2 0 : 0 0'],['1 6 : 3 0 - 1 8 : 0 0'],,['1 8 : 3 0 - 2 0 : 0 0'],,
['4 C V 4'],['E L E C T R O N I C A A N A L O G I C A'],['M A R T I N E Z   G U E R R E R O   J O S E A L F R E D O'],['2'],['0 0 6'],,['1 8 : 3 0 - 2 0 : 0 0'],['1 8 : 3 0 - 2 0 : 0 0'],,['1 8 : 3 0 - 2 0 : 0 0'],
['4 C V 4'],['T E C N O L O G I A S   P A R A   D E S A R R O L L O   D E   A P L I C A C I O N E S   W E B'],['S A L I N A S   C A L L E J A S   M A R i A   D E   L O U R D E S'],['2'],['0 0 6'],['1 6 : 3 0 - 1 8 : 0 0'],,['1 6 : 3 0 - 1 8 : 0 0'],['1 6 : 3 0 - 1 8 : 0 0'],,
['4 C V 4'],['S I S T E M A S   O P E R A T I V O S'],['J I M E N E Z   B E N I T E Z   J O S E   A L F R E D O'],['2'],['0 0 6'],['1 5 : 0 0 - 1 6 : 3 0'],,,['1 5 : 0 0 - 1 6 : 3 0'],['1 6 : 3 0 - 1 8 : 0 0'],
